CHILE;SANTIAGO DE CHILE;COMUNA DE SANTIAGO;AVENIDA;PRESIDENTE BALMACEDA;;99999
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL INDURAIN;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL INDURAIN;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;Z - No definida;MIGUEL INDURAIN-SDA.GRANADA TRAMO 1.1 RONDA SUR;;
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL MARIN PADILLA;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL MARTINEZ;SUCINA;30590
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL ORENES GUILLAMON;;
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL ORENES GUILLAMON;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL ROMA PASCUAL;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL ROMA PASCUAL;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL ROMA PASCUAL;STA. MARIA DE GRACIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL SERVET;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL SERVET;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL SERVET;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL VIVANCOS;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL VIVANCOS B;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MIGUEL ZAPATA FRANCO;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;MIGUELINES;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;MIL FUEGOS;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MILAGROS;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MILAGROS;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MILAGROS;PUEBLA DE SOTO;30836
ESPAÑA;MURCIA;MURCIA;CALLE;MILAGROSA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MILDALOS;EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CARRIL;MILISES (VILLANUEVA);;30570
ESPAÑA;MURCIA;MURCIA;CARRIL;MILISES (VILLANUEVA);BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;Z - No definida;MILLAN ASTRAY;;
ESPAÑA;MURCIA;MURCIA;CALLE;MILLARES;ZENETA;
ESPAÑA;MURCIA;MURCIA;CARRIL;MILLARES;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;PASEO;MIMOSAS;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;VEREDA;MINDOLOS;;30139
ESPAÑA;MURCIA;MURCIA;VEREDA;MINDOLOS;EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CALLE;MINERVA;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MINERVA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MINERVA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;MINGUEZ;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MINISTRO DIEGO CLEMENCIN;VISTA ALEGRE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MINISTRO ERNEST LLUCH;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;TRAVESIA;MINISTRO ERNEST LLUCH;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MIÑANOS;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MIÑANOS;;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MIÑANOS;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;TRAVESIA;MIÑANOS;;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MIÑARROS;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;MIRADOR;;
ESPAÑA;MURCIA;MURCIA;CALLE;MIRADOR;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;MIRADOR DE SANGONERA;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;MIRAFLORES;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;MIRALLES;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;MIRAMAR;BARQUEROS;30179
ESPAÑA;MURCIA;MURCIA;CALLE;MIRASIERRA;;30158
ESPAÑA;MURCIA;MURCIA;CALLE;MIRASIERRA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MIRASIERRA;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CALLE;MIRASIERRA;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MIRASIERRA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;MIRASIERRA (SECANO);TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MIRAVETE;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;MIRAVETE;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MIRAVETE (BOJAL);BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MIRO;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;PASEO;MISIONERO LUIS FONTES SERVET;;30007
ESPAÑA;MURCIA;MURCIA;PASEO;MISIONERO LUIS FONTES SERVET;EL PUNTAL;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MOCHUELO (TORRE GUIL);SANGONERA LA VERDE|URB.TORRE GUIL;30833
ESPAÑA;MURCIA;MURCIA;CALLE;MODESTA QUEREDA (BOJAL);BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MOLES;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINA;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINA;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;SENDA;MOLINA;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;AVENIDA;MOLINA DE SEGURA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;AVENIDA;MOLINA DE SEGURA;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;AVENIDA;MOLINA DE SEGURA;JAVALI VIEJO;30831
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINA DE SEGURA;;
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINA DE SEGURA;LA FLOTA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINA DE SEGURA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINAS;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINERA;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINERO;;30161
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINERO;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINEROS;ALJUCER;
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINEROS;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;TRAVESIA;MOLINEROS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINICO;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;CARRASCOY-LA MURTA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;LA RAYA;30167
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;RINCON DE BENISCORNIA;30108
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;VALLADOLISES Y LO JURADO;30154
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;CAMINO;MOLINO;;
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO;;30150
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO;;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO;CAÑADAS DE SAN PEDRO;30164
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;VEREDA;MOLINO;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO (S.JOSE VEGA);BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO ALFATEGO;;30100
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO ALFATEGO;;30100
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO ALFATEGO;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO BATAN;;30167
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO BATAN;LA RAYA;30167
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO DE BATAN;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CAMINO;MOLINO DE FUNES;;30010
ESPAÑA;MURCIA;MURCIA;CAMINO;MOLINO DE FUNES;;30165
ESPAÑA;MURCIA;MURCIA;CAMINO;MOLINO DE FUNES;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO DE LA BORRA;PUEBLA DE SOTO;30836
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO DE LA VEREDA;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CAMINO;MOLINO DE LOS CASIANOS;;
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO DEL BATAN;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO DEL REY;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO DEL REY;SAN GINES;30169
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO NELVA;;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;MOLINO NELVA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO OLIVER;;
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO OLIVER;;30152
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO PORCHE;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINO REY;ERA ALTA;30168
ESPAÑA;MURCIA;MURCIA;CAMINO;MOLINO SECO;;
ESPAÑA;MURCIA;MURCIA;CALLE;MOLINOS;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CARRIL;MOMPEANES;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;PASEO;MONASTERIO DE LA LUZ;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;MONASTERIO DE LOS JERONIMOS;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CALLE;MONCAYO;;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MONCAYO;STA. MARIA DE GRACIA;30008
ESPAÑA;MURCIA;MURCIA;CALLE;MONJE;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MONSEÑOR FRANCISCO GIL HELLIN;LA ÑORA;30830
ESPAÑA;MURCIA;MURCIA;CALLE;MONSEÑOR J.M.LORCA;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MONSEÑOR JOSE MANUEL LORCA;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;PASEO;MONSEÑOR JUAREZ;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;MONSEÑOR LOPEZ PLANES;;30100
ESPAÑA;MURCIA;MURCIA;PLAZA;MONSEÑOR UREÑA PASTOR;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE;VERDOLAY;30150
ESPAÑA;MURCIA;MURCIA;AVENIDA;MONTE CARMELO;INFANTE JUAN MANUEL;30011
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE DE LA JORJA;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE DE LA SANGRE;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE DE SAN ROQUE;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE ESPAÑA;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;MONTE PERDIDO;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;AVENIDA;MONTEAGUDO;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CAMINO;MONTEAGUDO;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;AVENIDA;MONTEAZAHAR;;30570
ESPAÑA;MURCIA;MURCIA;AVENIDA;MONTEAZAHAR;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CAMINO;MONTEAZAHAR (BOJAL);;30570
ESPAÑA;MURCIA;MURCIA;CAMINO;MONTEAZAHAR (BOJAL);BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MONTEBLANCO;CAÑADAS DE SAN PEDRO|URB.PAÑERO;30164
ESPAÑA;MURCIA;MURCIA;CAMINO;MONTECANTALAR;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;AVENIDA;MONTEGRANDE;;30579
ESPAÑA;MURCIA;MURCIA;AVENIDA;MONTEGRANDE;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;TRAVESIA;MONTEGRANDE;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MONTELISO;SANTO ANGEL;30151
ESPAÑA;MURCIA;MURCIA;CALLE;MONTEPIEDRA;;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MONTEPIEDRA;SANTIAGO EL MAYOR;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MONTEPINAR;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;MONTERO;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTERON;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTERONES;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MONTES CAMPILLEROS;;
ESPAÑA;MURCIA;MURCIA;CALLE;MONTES IBERICOS;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;MONTES PIRINEOS;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;MONTESINOS;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CARRETERA;MONTESINOS;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;TRAVESIA;MONTESINOS;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;MONTEVIDA;;30150
ESPAÑA;MURCIA;MURCIA;CAMINO;MONTEVIDA;;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MONTIJO;LA CATEDRAL;30001
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTOYA;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;MONTOYAS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MONTOYAS;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTOYAS;;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTOYAS;;30165
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTOYAS;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTOYAS;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CARRIL;MONTOYAS;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;MONTURIOL;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;CARRIL;MOÑINOS;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CARRIL;MOÑINOS;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MORA;SAN JUAN;30003
ESPAÑA;MURCIA;MURCIA;CALLE;MORALES;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;;
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;;30158
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;;30160
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;MONTEAGUDO;30160
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;SAN BENITO-PROGRESO;
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;MORALES;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CAMINO;MORALILLOS;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;MORATA;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CARRIL;MORATAS;;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;MORATAS;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MORENA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLEJON;MORENO;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENO;;30011
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENO;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;MORENO CORTES;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENOS;;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENOS;NONDUERMAS;30166
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENOS;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENOS;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENOS;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;MORENOS;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;LA ÑORA;30830
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;SAN NICOLAS;30005
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;SAN PIO X;30010
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;SANTIAGO EL MAYOR;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;MORERA DE CABEZO;LA ÑORA;30830
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;SANTO ANGEL;30151
ESPAÑA;MURCIA;MURCIA;CALLE;MORERAS;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;PLAZA;MORERAS;;30120
ESPAÑA;MURCIA;MURCIA;PLAZA;MORERAS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MORRON;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;MORTERO;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;MORUNOS;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLEJON;MORUNOS;;
ESPAÑA;MURCIA;MURCIA;CALLE;MOSAICO;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;MOSQUITO;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CARRIL;MOSQUITO;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CARRIL;MOSQUITOS;;30158
ESPAÑA;MURCIA;MURCIA;CARRIL;MOSQUITOS;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CARRIL;MOSQUITOS;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;MOSTOLES;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA;LA ARBOLEJA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA ALEMANES;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTA DE REGUERON;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA DEL GALLO;SANTA CRUZ;30162
ESPAÑA;MURCIA;MURCIA;CARRIL;MOTA DEL GALLO;;30163
ESPAÑA;MURCIA;MURCIA;CARRIL;MOTA DEL GALLO;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA DEL REGUERON;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA DEL REGUERON;SAN GINES;
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTA DEL REGUERON;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTA DEL REGUERON;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTA DEL REGUERON;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;CARRIL;MOTA DEL REGUERON;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;MOTA DEL REGUERON;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTA DEL REGUERÓN;;
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTA DEL RIO;;
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA LOS ALEMANES;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;MOTA TOMAS;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;MOTOR;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTOR;CAÑADA HERMOSA;30837
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTOR;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CARRIL;MOTOR;COBATILLAS|Bº SAN ANTONIO;30163
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTOR DE LA TORRE;;30835
ESPAÑA;MURCIA;MURCIA;CAMINO;MOTOR DE LA TORRE;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;MOZART;;
ESPAÑA;MURCIA;MURCIA;CALLE;MOZART;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CARRETERA;MU-300;;
ESPAÑA;MURCIA;MURCIA;CARRETERA;MU-301;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;MU-31;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;MU-611;;
ESPAÑA;MURCIA;MURCIA;CALLE;MUDARI;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;JARDIN;MUJER TRABAJADORA;;
ESPAÑA;MURCIA;MURCIA;CALLE;MULA;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;MULA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;MULA;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CARRETERA;MULA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CARRIL;MULA;;30179
ESPAÑA;MURCIA;MURCIA;CALLE;MULETA CALLEJON;;30004
ESPAÑA;MURCIA;MURCIA;CALLE;MULHACEN;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CAMINO;MUNDO NUEVO;;30160
ESPAÑA;MURCIA;MURCIA;CAMINO;MUNDO NUEVO;MONTEAGUDO;30160
ESPAÑA;MURCIA;MURCIA;CARRIL;MUNDO NUEVO;;30110
ESPAÑA;MURCIA;MURCIA;CARRIL;MUNDO NUEVO;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;Z - No definida;MUNICIPIO DE MURCIA;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 0 CL LORENZO PAUSA                 ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 0 CL SAN BASILIO                   ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CL ALCALDIA                      ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR ANDRES EL ABOGADO             ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR BONACHES                      ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR DE LA DOLORES                 ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR LA PALMERA                    ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR MARTINEZ                      ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR PALOMOS                       ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR PENCHOS                       ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR POLLOS                        ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR POLOS                         ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR PUENTE ILLANES                ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR RODENAS                       ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR ROSENDOS                      ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR TORRE MOLINA                  ;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;Municipio: 1 Zona : 1 CR TUBOS                         ;;
